fax,name,url,phone,address,email
 ,  C/o Morgan McDonogh,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600098/0, ,"The Bog Road,Kildimo,Co. Limerick, ",  
," c/o   MacNevin Design,",http://www.eplanning.ie/MeathCC/AppFileRefDetails/TA180091/0,,"Ardnamullen,,Clonard,,Enfield,,Co. Meath.",
 ,c/o  Gordon Mitchell Consulting Engineers,http://www.eplanning.ie/MeathCC/AppFileRefDetails/TA180087/0, ,"Greatdown,,The Downs,,Mullingar,,Co. Westmeath ",  
 ,  c/o Fachtna Sheehy,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600089/0, ,"OLS Consulting Engineers & Project Management Ltd,Carey's Cross,Bandon,Co. Cork",  
," c/o   MacNevin Design,",http://www.eplanning.ie/MeathCC/AppFileRefDetails/TA180090/0,,"Ardnamullen,,Clonard,,Enfield,,Co. Meath.",
 ,"  c/o Michael Keating B.E., MIEI",http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600088/0, 052-7441267,"'Ard Mhuire',Clonmel Road,Cahir,Co. Tipperary",  
 ,  C/o Margaret Kirwan,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600090/0,067 41944,"Limford Building Surveyors Ltd.,Limford House,21 The Orchard,Millersbrook, Nenagh",  
 ,  c/o Catherine O'Brien,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600082/0, ,"The Red Church,Henry Street,Limerick, ",  
 ,"c/o Michael McKenna Architectural Services,",http://www.eplanning.ie/MeathCC/AppFileRefDetails/RA180073/0, 046 9486788,"High Street,,Trim,,Co. Meath., ",  
 ,  c/o Brian Corbett,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600102/0, ,"Kestrel Design,The Green,Gowran,Co. Kilkenny",  
 ,  c/o James O'Callaghan,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600115/0, ,"2 Glenarden,Glasheen Road,Cork, ",  
061- 375164,  C/o Paul  Conroy ,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600096/0,061-375164,"Ballymalone More ,Ballina,Killaloe ,Co. Clare ",  
 ,  C/o Richard Foley,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600114/0, ,"Planning Consultancy Ltd.,Ballyerk, Moyne,Thurles,Co. Tipperary",  
0504 90245 ,  c/o Sean A. Ryan,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600110/0,0504 90244,"Ryan Architectural Solutions,Parkstown ,Horse & Jockey Thurles,Co Tipperary",  
 ,c/o Aidan Kelly,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600086/0, ,"Molough,Newcastle,Clonmel,Co. Tipperary",  
067-23077,  C/o John Joe Lewis,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600109/0,067-34906,"Architectural Services Ltd,4 Silver View,Nenagh,Co. Tipperary.",  
061- 375164,  C/o Paul  Conroy ,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600111/0,061-375164,"Ballymalone More ,Ballina,Killaloe ,Co. Clare ",  
061- 375164,  C/o Paul  Conroy ,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600112/0,061-375164,"Ballymalone More ,Ballina,Killaloe ,Co. Clare ",  
,  c/o Will McGarry,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600108/0,052 81828,"15 Mary Street,Clonmel,Co. Tipperary, ",  
 ,c/o Aidan Kelly,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600080/0, ,"Molough,Newcastle,Clonmel,Co. Tipperary",  
,  c/o Will McGarry,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600107/0,052 81828,"15 Mary Street,Clonmel,Co. Tipperary, ",  
 051-875806,  c/o Bryan McCarthy & Associates,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600081/0,051 875805,"9A Durands Court,Parnell Street,Waterford, ",  
 ,  C/O Colm  Cummins,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600079/0,01 7026357,"ESB Group Property,42.G.11 Merrion Square,Dublin 2, D02 R997, ",  
 ,  C/O Brian O'Donoghue ,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600076/0, ,"12 Thornfield,Monaleen,Limerick, ",  
 ,C/o   Cummins & Voortman Ltd,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600106/0,087 0505672,"Cappagh,Ballyline,via Callan,Co. Tipperary",  
 ,"c/o   O'Daly Architects,",http://www.eplanning.ie/MeathCC/AppFileRefDetails/NA180013/0,046 9021283,"No. 20 Proudstown Road,,Navan,,Co. Meath., ",  
 ,  C/O Collins Boyd Engineering Ltd.,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600066/0,090 6634421,"4 Ballinagard,Galway Road,Roscommon F42 V344, ",  
 ,c/o Aidan Kelly,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600062/0, ,"Molough,Newcastle,Clonmel,Co. Tipperary",  
 ,  c/o AECOM,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600060/0,00442890705111,"Beechill House,Beechill Road,Belfast,BT8 7RP",  
 ,  c/o AECOM,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600059/0,00442890705111,"Beechill House,Beechill Road,Belfast,BT8 7RP",  
 ,  c/o AECOM,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600058/0,00442890705111,"Beechill House,Beechill Road,Belfast,BT8 7RP",  
 ,  C/o Dunne Design,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600057/0, ,"Caherush,Quilty,Co Clare, ",  
 ,C/o   Cummins & Voortman Ltd,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600056/0,087 0505672,"Cappagh,Ballyline,via Callan,Co. Tipperary",  
067-23077,  C/o John Joe Lewis,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600118/0,067-34906,"Architectural Services Ltd,4 Silver View,Nenagh,Co. Tipperary.",  
 ,"  John Paul Looby,",http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600087/0,086 3301589/052 31381,"Class Design and Build Limited, ,64 St. Patrick's Place,,Fethard., ",  
,  A 2 Architects,http://www.eplanning.ie/MeathCC/AppFileRefDetails/LB180029/0,,"3 Great Strand Street,Dublin 1",
 ,    c/o Sheehan and Barry Architects,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600044/0, ,"88 Ranelagh Village,Dublin 6, , ",  
 ,  C/o Neil O'Connor,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600042/0, ,"Corville,Roscrea,Co Tipperary, ",  
 ,  C/o Martin Shinnors Architects,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600041/0,06734995,"Albany House,24 Summerhill,Nenagh,Co Tipperary ",  
 ,  C/o Christopher Kinghan,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600040/0, ,"Feahoe,Coolderry PO,Carrickmacross,Co Monaghan",  
067-23077,  C/o John Joe Lewis,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600039/0,067-34906,"Architectural Services Ltd,4 Silver View,Nenagh,Co. Tipperary.",  
 ,    c/o Avanti Architects Ltd,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600092/0, ,"7 Pearse Street,Kinsale,Co. Cork, ",  
052-6180690,  c/o Kenneth Hennessy Architects Ltd,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600038/0,052-6128966,"50a Queen Street,Clonmel,Co Tipperary, ",  
 ,  c/o Alan Collins,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600116/0, ,"Roselawn House,Castletroy,Co Limerick, ",  
 ,  C/o Michael McEniry,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600037/0, ,"Main Street,Ballyporeen,Cahir,Co. Tipperary",  
 ,  C/o Malachi Cullen,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600036/0,090 6420364,"Consulting Engineers,Old Bridge House,Strand Street,Athlone Co Westmeath",  
 086 8558091,  C/o Martin Quigley,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600117/0, 067 32986,"Architectural & Planning Services,,Gurteenakilla, ,Newtown, ,Nenagh.",  
 ,c/o Aidan Kelly,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600061/0, ,"Molough,Newcastle,Clonmel,Co. Tipperary",  
 ,    Clonliffe Architects,http://www.eplanning.ie/MeathCC/AppFileRefDetails/LB171544/0,01 8825997,"Botanic Court,30-32 Botanic Road,Glasnevin,Dublin 9",  
 ,"c/o   McKenna & Associates,",http://www.eplanning.ie/MeathCC/AppFileRefDetails/KA180098/0,046 9486788,"High Street,,Trim,,Co. Meath., ",  
 ,  C/o  Hutch O'Malley McBeath Con Engineers,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600077/0,061 320260,"The Railways Station,Attyflin,Patrickswell,Co Limerick",  
 ,  C/o Brian Grace,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600033/0, 067 31706,"Rathnaleen ,Nenagh, , ",  
 ,"c/o   O'Daly Architects,",http://www.eplanning.ie/MeathCC/AppFileRefDetails/KA180097/0,046 9021283,"No. 20 Proudstown Road,,Navan,,Co. Meath., ",  
 ,  C/o Gerard O'Brien,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600029/0, ,"Inis Cealtra,Ogonnelloe,Scarriff,Co Clare",  
 ,  C/o James Kennedy,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600027/0, ,"Bawn,Nenagh,Co Tipperary, ",  
 ,c/o Aidan Kelly,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600026/0, ,"Molough,Newcastle,Clonmel,Co. Tipperary",  
 ,  c/o Cronin Sutton Cotter,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600028/0,061 594988,"45 O'Connell Street,Limerick ,V94 XE18, ",  
 ,  c/o Séan McGrath,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600113/0, ,"Fogarty Concrete,Gurrane, Templederry,Nenagh,Co. Tipperary",  
,"c/o Brendan English Architectural Services,",http://www.eplanning.ie/MeathCC/AppFileRefDetails/KA180066/0,,"Castlemartin,,Navan,,Co. Meath., ",  
 051-648834,  c/o Micheál Moloney,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600030/0, 051-648834,"Butlerswood,Windgap,Co Kilkenny, ",  
0509 21690,  c/o Hugh O'Rourke,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600032/0,0509 21688,"Thor Design & Management,Ballindara,Riverstown Birr,Co. Offaly",  
,C/o Mr. Peter Culleton,http://www.eplanning.ie/MeathCC/AppFileRefDetails/KA180065/0,,"Mullabrack,Shercock,Co. Cavan",
 051-648834,  c/o Micheál Moloney,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600034/0, 051-648834,"Butlerswood,Windgap,Co Kilkenny, ",  
,C/o Michael Hetherton,http://www.eplanning.ie/MeathCC/AppFileRefDetails/KA180025/0,,"Unit 3,Cavan St,Oldcastle,Co. Meath",
 ,"  C/o Miles Sampson, BArch, MRIAI",http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600043/0,061 749975,"7 Cuirt an Droichid ,Sixmilebrdge,Co Clare, ",  
 ,"c/o Michael Hetherton Architectural & Engineering Services,",http://www.eplanning.ie/MeathCC/AppFileRefDetails/KA180023/0,049 8542911,"Unit 3,,Cavan Street,,Oldcastle,,Co. Meath.",  
 ,"c/o Christoper Flynn,",http://www.eplanning.ie/MeathCC/AppFileRefDetails/KA180010/0, ,"31 Friarspark,,Dublin Road,,Trim,,Co. Meath.",  
 ,  C/o Shane Smyth,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600022/0,0579122856,"Hoctor Smyth,Design House,Emmet Street,Birr, Co. Offaly",  
 ,  C/o Brigid Browne,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600019/0, ,"Fortress Planning Cons.,Canopy Street,Cashel,Co Tipperary E25 AW80",  
016619169,    Downey Hynes Partnership,http://www.eplanning.ie/SligoCC/AppFileRefDetails/186/0,0877478085,"11 Merrion Square,Dublin 2, , ",  
074 9721707,    McCabe Architects,http://www.eplanning.ie/SligoCC/AppFileRefDetails/185/0,074 9743012,"Ardeskin,Old Laghey Road,Donegal Town,Co. Donegal",  
067-23077,  C/o John Joe Lewis,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600021/0,067-34906,"Architectural Services Ltd,4 Silver View,Nenagh,Co. Tipperary.",  
 ,    Bury Architects,http://www.eplanning.ie/SligoCC/AppFileRefDetails/184/0, ,"Bury Street,Ballina,Co. Mayo, ",  
 ,    McGarry- Moon Architects,http://www.eplanning.ie/SligoCC/AppFileRefDetails/183/0,048-29542323,"17 Drumimerick Road,Kilrea, Coleraine, Derry,Northern Ireland, BT51 5SY, ",  
 ,  c/o Simon Tuohy,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600017/0, ,"Architectural Technologist Services Ltd.,Roselawn House,National Technology Park,Limerick",  
 ,    Moytechnics Building Services,http://www.eplanning.ie/SligoCC/AppFileRefDetails/1825/0, ,"9 The Paddocks,Ballina,Co Mayo, ",  
 ,  C/o Derek J. White,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600018/0, ,"New Inn,Cashel,Co. Tipperary, ",  
,Mr.  Stephen Dowds,http://www.eplanning.ie/SligoCC/AppFileRefDetails/1823/0,,"Town Park Centre, ,Tuam Road, ,Galway.",
,c/o Pat Dunne,http://www.eplanning.ie/MeathCC/AppFileRefDetails/KA180003/0,,"Oakley Park,Kells,Co Meath, ",
 ,    Bury Architects,http://www.eplanning.ie/SligoCC/AppFileRefDetails/1822/0, ,"Bury Street,Ballina,Co. Mayo, ",  
 ,  c/o Fachtna Sheehy,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600016/0, ,"OLS Consulting Engineers & Project Management Ltd,Carey's Cross,Bandon,Co. Cork",  
 ,    Bury Architects,http://www.eplanning.ie/SligoCC/AppFileRefDetails/1824/0, ,"Bury Street,Ballina,Co. Mayo, ",  
,  c/o Will McGarry,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600008/0,052 81828,"15 Mary Street,Clonmel,Co. Tipperary, ",  
 ,    Cord Planning & Design,http://www.eplanning.ie/SligoCC/AppFileRefDetails/1821/0, ,"Gortarowey,Drumcliffe,Co. Sligo, ",  
071-9648886,  F Davitt,http://www.eplanning.ie/SligoCC/AppFileRefDetails/1820/0,071-9648886,"Planning & Design Engineers,Main Street,Drumkeerin,Co.Leitrim",  
 ,    Vincent Hannon & Associates,http://www.eplanning.ie/SligoCC/AppFileRefDetails/1817/0,071-9150022,"Abbey Street,Sligo, , ",  
,    D A Harte & Associates,http://www.eplanning.ie/SligoCC/AppFileRefDetails/1816/0,0719177276,"Rosses Point,Co Sligo, , ",
071-66277,Mr Martin McGloin,http://www.eplanning.ie/SligoCC/AppFileRefDetails/1819/0,071-66277,"Castlegal Architectural Services,Bunduff,Cliffoney,Co Sligo",  
 ,  C/o Hubert Gordon,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600010/0,0905 76387,"Moate,Killimor,Ballinasloe,Co. Galway",  
 ,  C/o John Howick O'Brien ,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600007/0, ,"Howick Consultants,14 College Court ,Cashel Road, Cahir,Co. Tipperary",  
 ,    Vincent Hannon & Associates,http://www.eplanning.ie/SligoCC/AppFileRefDetails/1818/0,071-9150022,"Abbey Street,Sligo, , ",  
071-9648886,  F Davitt,http://www.eplanning.ie/SligoCC/AppFileRefDetails/1815/0,071-9648886,"Planning & Design Engineers,Main Street,Drumkeerin,Co.Leitrim",  
.,  C/o Mike Lyons,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600006/0,.,"14 Bellewood,Ballyneety,Co. Limerick, ",  
 051-875806,  c/o Bryan McCarthy & Associates,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600009/0,051 875805,"9A Durands Court,Parnell Street,Waterford, ",  
071-9648886,  F Davitt,http://www.eplanning.ie/SligoCC/AppFileRefDetails/1814/0,071-9648886,"Planning & Design Engineers,Main Street,Drumkeerin,Co.Leitrim",  
 ,  c/o John Egan,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600004/0, ,"Dovea,Templemore,Co Tipperary, ",  
.,  C/o Mike Lyons,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600005/0,.,"14 Bellewood,Ballyneety,Co. Limerick, ",  
, Patrick Mc Guire & Co.,http://www.eplanning.ie/SligoCC/AppFileRefDetails/1813/0,,"Pearse Street,,Ballina, ,Co. Mayo.",
,  C/o Anthony D. Cleary,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600003/0,,"Cleary Agricultural Consultants,Bantis,Cloughjordan,Co. Tipperary",  
 ,  Joe Beggan,http://www.eplanning.ie/SligoCC/AppFileRefDetails/182/0, ,"Clonkirk,Clones,Co. Monaghan, ",  
 ,  C/O Michael Russell,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/17601449/0, ,"Brittas Road,Thurles,Co. Tipperary, ",  
 ,  Mel Casserly,http://www.eplanning.ie/SligoCC/AppFileRefDetails/1811/0, ,"CEDR (Casserly Engineering & Dispute Resolution),Streedagh, Grange,Co Sligo, ",  
 ,    DR Designs,http://www.eplanning.ie/SligoCC/AppFileRefDetails/1810/0, ,"Rathmactiernan,Coolaney ,Co Sligo, ",  
 ,    Allan Curran Architects Ltd,http://www.eplanning.ie/SligoCC/AppFileRefDetails/17496/0,0749722236,"3 Mill Row,Donegal Town,Co. Donegal, ",  
 ,    c/o Avanti Architects Ltd,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600001/0, ,"7 Pearse Street,Kinsale,Co. Cork, ",  
 ,    Allan Curran Architects Ltd,http://www.eplanning.ie/SligoCC/AppFileRefDetails/17495/0,0749722236,"3 Mill Row,Donegal Town,Co. Donegal, ",  
 ,Mr Paul Toolan,http://www.eplanning.ie/SligoCC/AppFileRefDetails/139/0, ,"Rockfield,Coolaney,Co. Sligo, ",  
 ,  Ciaran McIntyre,http://www.eplanning.ie/SligoCC/AppFileRefDetails/12273/0, ,"Sligo Road,Tubbercurry,Co. Sligo, ",  
 ,    The Building Consultancy,http://www.eplanning.ie/SligoCC/AppFileRefDetails/17494/0,01 6341000,"14 Whitefriars,Peter Row,Dublin 2, ",  
 ,c/o Donal  McPhillips Architecture,http://www.eplanning.ie/LeitrimCC/AppFileRefDetails/182/0,028 677 41813,"Design Studios, 131b Main Street,Derrylin,Co Fermanagh,BT92 9JZ",  
 ,  c/o Philip O'Dwyer,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600002/0,066 7131952 ,"Foxfort,Causeway,Co Kerry, ",  
 ,c/o Tony Kennedy,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/17601447/0,,"Unit 2 ,No. 1 Bridge Street,Tipperary Town, ",  
 ,C/O Jordana Corrigan,http://www.eplanning.ie/LeitrimCC/AppFileRefDetails/1816/0, ,"4Site,4Site House,Raheen Industrial Estate,Limerick, Co. Limerick",  
 ,  Derek Gallagher,http://www.eplanning.ie/SligoCC/AppFileRefDetails/181/0,071-9184112,"Ballinvalley,Lavagh, Ballymote,Co Sligo, ",  
 ,C/O Jordana Corrigan,http://www.eplanning.ie/LeitrimCC/AppFileRefDetails/1815/0, ,"4Site,4Site House,Raheen Industrial Estate,Limerick, Co. Limerick",  
071-9648886,  F Davitt,http://www.eplanning.ie/SligoCC/AppFileRefDetails/181018/0,071-9648886,"Planning & Design Engineers,Main Street,Drumkeerin,Co.Leitrim",  
 ,C/O Jordana Corrigan,http://www.eplanning.ie/LeitrimCC/AppFileRefDetails/1812/0, ,"4Site,4Site House,Raheen Industrial Estate,Limerick, Co. Limerick",  
052-6180690,  c/o Kenneth Hennessy Architects Ltd,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/17601448/0,052-6128966,"50a Queen Street,Clonmel,Co Tipperary, ",  
 ,  c/o Christopher Kinghan & Associates,http://www.eplanning.ie/LeitrimCC/AppFileRefDetails/1811/0, ,"Chartered Building Surveyor,Feahoe, Coolderry P.O.,,Carrickmacross, Co Monaghan,A81 YE89",  
 ,C/O Jordana Corrigan,http://www.eplanning.ie/LeitrimCC/AppFileRefDetails/1813/0, ,"4Site,4Site House,Raheen Industrial Estate,Limerick, Co. Limerick",  
 ,C/O Jordana Corrigan,http://www.eplanning.ie/LeitrimCC/AppFileRefDetails/1814/0, ,"4Site,4Site House,Raheen Industrial Estate,Limerick, Co. Limerick",  
071 9144153 ,"C/o    Rhatigan & Co., Architects",http://www.eplanning.ie/LeitrimCC/AppFileRefDetails/17242/0,071 9142213,"14 Teeling Street,Sligo, , ",  
 ,  c/o Christopher Kinghan & Associates,http://www.eplanning.ie/LeitrimCC/AppFileRefDetails/186/0, ,"Chartered Building Surveyor,Feahoe, Coolderry P.O.,,Carrickmacross, Co Monaghan,A81 YE89",  
 ,C/o Peter O'Rourke,http://www.eplanning.ie/LeitrimCC/AppFileRefDetails/184/0,071 9643042,"O'Rourke Design & Planning,Tullyvacan, Ballinaglera,Carrick on Shannon,Co Leitrim ",  
,c/o   ETM Chartered Engineers,http://www.eplanning.ie/GalwayCC/AppFileRefDetails/171890/0,,"Oughterard,Co. Galway, , ",
,c/o   ETM Chartered Engineers,http://www.eplanning.ie/GalwayCC/AppFileRefDetails/171889/0,,"Oughterard,Co. Galway, , ",
 ,C/O Thomas Doonan,http://www.eplanning.ie/LeitrimCC/AppFileRefDetails/187/0, 087 2247915,"Townagh,Ballyconnell,Co Cavan, ",  
,c/o Gabriel Dolan & Associates,http://www.eplanning.ie/GalwayCC/AppFileRefDetails/171888/0,,"Main Street,Craughwell,Co Galway",
 ,c/o   Enda O Malley,http://www.eplanning.ie/GalwayCC/AppFileRefDetails/171887/0,0863567851,"Bunowen,Ballyconneely, ,Co Galway, ",  
 ,C/O Jordana Corrigan,http://www.eplanning.ie/LeitrimCC/AppFileRefDetails/189/0, ,"4Site,4Site House,Raheen Industrial Estate,Limerick, Co. Limerick",  
 ,c/o   Coleman Architects,http://www.eplanning.ie/GalwayCC/AppFileRefDetails/171885/0, ,"Pearse St.,Ballina,Co. Mayo, ",  
 ,    ADPS,http://www.eplanning.ie/GalwayCC/AppFileRefDetails/171886/0,085 7466211,"Molough,Newcastle,Clonmel,Co. Tippearary",  
 ,C/o   October House Designs,http://www.eplanning.ie/LeitrimCC/AppFileRefDetails/183/0,,"The Mullins,Knader Road,Ballyshannon,Co. Donegal",  
 ,  Miles Sampson,http://www.eplanning.ie/GalwayCC/AppFileRefDetails/171884/0,061 749975,"OARAD Ltd,7 Cuirt an Droichid,Sixmilebridge,Co. Clare",  
,  C. S. Pringle,http://www.eplanning.ie/MonaghanCC/AppFileRefDetails/1818/0,,"Monaghan Road,,Castleblayney,Co. Monaghan, ",
 ,C/O John Crawford MRIAI  ARIAS,http://www.eplanning.ie/LeitrimCC/AppFileRefDetails/188/0,071 930 0090,"Crawford Architecture,The Building Block,Brigde Street,Sligo",  
 ,C/o Peter O'Rourke,http://www.eplanning.ie/LeitrimCC/AppFileRefDetails/185/0,071 9643042,"O'Rourke Design & Planning,Tullyvacan, Ballinaglera,Carrick on Shannon,Co Leitrim ",  
 ,c/o Michael Hennessy Advanced Planning & Design Services,http://www.eplanning.ie/LeitrimCC/AppFileRefDetails/181/0,086 1701549,"Dorrary,Carrick-on-Shannon ,Co. Roscommon , ",  
 ,  c/o Enda  McKiernan Archt.,http://www.eplanning.ie/LeitrimCC/AppFileRefDetails/1810/0,071 9671638,"Unit 3, The Old Presbytery,Main Street,Carrick on Shannon,Co Leitrim ",  
 ,  C.L.W Environment Planners Ltd,http://www.eplanning.ie/MonaghanCC/AppFileRefDetails/1816/0, ,"The Mews ,23 Farnham St,Cavan, ",  
,    Finegan Jackson & Associates,http://www.eplanning.ie/MonaghanCC/AppFileRefDetails/1815/0,042 9652276,"The Stables,Drumconrath Road,Carrickmacross, ",
,  Niall McKenna,http://www.eplanning.ie/MonaghanCC/AppFileRefDetails/1811/0,047 89119,"Drumdesco,Scotstown,Co. Monaghan, ",
 ,  Donal McNally Architects,http://www.eplanning.ie/MonaghanCC/AppFileRefDetails/1813/0, ,"6 White Swan Business Centre,South Circular Road, Dublin 8, ",  
 ,    Herr Engineering & Design,http://www.eplanning.ie/MonaghanCC/AppFileRefDetails/1825/0,0429330262,"Unit 7, Blackthorn Business Park,Coes Road,Dundalk,Co. Louth",  
,  C. S. Pringle,http://www.eplanning.ie/MonaghanCC/AppFileRefDetails/1817/0,,"Monaghan Road,,Castleblayney,Co. Monaghan, ",
 ,    Cunningham Design Assoc.,http://www.eplanning.ie/MonaghanCC/AppFileRefDetails/1823/0, ,"Thornford Lodge,Broomfield,Castleblayney,Co. Monaghan",  
 ,C/o Mr. Joe Beggan,http://www.eplanning.ie/MonaghanCC/AppFileRefDetails/1810/0, 04751847,"Clonkirk,Clones,Co.Monaghan, ",  
 ,  Paul McMahon,http://www.eplanning.ie/MonaghanCC/AppFileRefDetails/1826/0, ,"Paul McMahon Architecture,Birdhill,Drumconrath, Navan,Co Meath",  
 ,    Horizon Group,http://www.eplanning.ie/MonaghanCC/AppFileRefDetails/1824/0, ,"Market Square,Castleblayney,Co Monaghan, ",  
 ,    HQ Building Design,http://www.eplanning.ie/MonaghanCC/AppFileRefDetails/1822/0, ,"Level 1,6 St. Colmans Park,Newry,Co. Down BT34 2BX",  
 ,    Mc Guigan Architects,http://www.eplanning.ie/MonaghanCC/AppFileRefDetails/1819/0, ,"52 Glaslough Street,Monaghan,Co. Monaghan, ",  
,    Finegan Jackson & Associates,http://www.eplanning.ie/MonaghanCC/AppFileRefDetails/1814/0,042 9652276,"The Stables,Drumconrath Road,Carrickmacross, ",
 ,    Mc Guigan Architects,http://www.eplanning.ie/MonaghanCC/AppFileRefDetails/1820/0, ,"52 Glaslough Street,Monaghan,Co. Monaghan, ",  
042-9352402,"    Doran & Assoc.,",http://www.eplanning.ie/MonaghanCC/AppFileRefDetails/1812/0,042-9352402,"78 Manydown Close,Red Barns Road,Dundalk,Co. Louth",  
 ,  Enda Prendergast & Associates,http://www.eplanning.ie/MonaghanCC/AppFileRefDetails/186/0,087 9807312,"Office 2,The Rossmore Factory,Dublin Road, Monaghan",  
 ,    Horizon Group,http://www.eplanning.ie/MonaghanCC/AppFileRefDetails/1832/0, ,"Market Square,Castleblayney,Co Monaghan, ",  
,C/o Owen Cunningham,http://www.eplanning.ie/MonaghanCC/AppFileRefDetails/1821/0,,"Broomfield,,Castleblayney,,Co. Monaghan.",
 ,  Gerard Rust,http://www.eplanning.ie/MonaghanCC/AppFileRefDetails/1830/0, ,"Dunbin,Knockbridge,Dundalk,Co Louth",  
,  Macartan Lambe,http://www.eplanning.ie/MonaghanCC/AppFileRefDetails/1831/0,0429741327,"Corbyfin,Ballybay,Co. Monaghan, ",
 ,    Moffett Architectural,http://www.eplanning.ie/MonaghanCC/AppFileRefDetails/1833/0,042 9741302,"Corlea, ,Ballybay.,Co. Monaghan., ",  
 ,C/o Mr. Joe Beggan,http://www.eplanning.ie/MonaghanCC/AppFileRefDetails/184/0, 04751847,"Clonkirk,Clones,Co.Monaghan, ",  
,  Tom McCooey,http://www.eplanning.ie/MonaghanCC/AppFileRefDetails/182/0,0429744792,"Swanns Cross,Monaghan, , ",
 ,  John Brennan,http://www.eplanning.ie/MonaghanCC/AppFileRefDetails/185/0,0877784414,"Highfield Energy Services Limited,Studio 7,Old Castle View, Kilgobbin Road,Dublin 18",  
